country,country_code,indicator_code,indicator_name,year,value
France,FRA,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),2017,19.6708486830069
France,FRA,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),2016,19.2846641669454
France,FRA,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),2015,18.8516269618174
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2023,17.7242398610422
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2022,17.9918119330141
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2021,18.2254637400367
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2020,18.4347142991749
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2019,18.6099404607777
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2018,18.7856371343466
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2017,18.938826852245
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2016,19.1065118458696
France,FRA,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",2015,19.2781926756437
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2023,62.8576949031244
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2022,62.9487820493221
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2021,63.025192367319
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2020,63.1103842331275
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2019,63.2704044804696
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2018,63.4669074112094
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2017,63.6918138940655
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2016,63.9199848817603
France,FRA,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",2015,64.1921545414049
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2023,19.4180652358335
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2022,19.0594060176638
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2021,18.7493438926443
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2020,18.4549014676975
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2019,18.1196550587527
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2018,17.7474554544441
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2017,17.3693592536895
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2016,16.97350327237
France,FRA,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2015,16.5296527829514
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2023,15.9011372514605
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2022,16.1284695903899
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2021,16.3239527139182
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2020,16.5038887959544
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2019,16.668532363177
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2018,16.8384696305354
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2017,16.9853708744866
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2016,17.1233371355813
France,FRA,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2015,17.276010356643
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2023,60.157149954615
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2022,60.3148953658409
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2021,60.4624108425896
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2020,60.594958141015
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2019,60.7704574802406
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2018,60.9710222390014
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2017,61.1839957386183
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2016,61.4243011119554
France,FRA,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",2015,61.6948447007279
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2023,23.9417127939245
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2022,23.5566350437691
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2021,23.2136364434922
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2020,22.9011530630305
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2019,22.5610101565824
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2018,22.1905081304632
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2017,21.830633386895
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2016,21.4523617524633
France,FRA,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",2015,21.0291449426291
France,FRA,SM.POP.NETM,Net migration,2023,91862.0
France,FRA,SM.POP.NETM,Net migration,2022,179377.0
France,FRA,SM.POP.NETM,Net migration,2021,131465.0
France,FRA,SM.POP.NETM,Net migration,2020,145593.0
France,FRA,SM.POP.NETM,Net migration,2019,71972.0
France,FRA,SM.POP.NETM,Net migration,2018,132925.0
France,FRA,SM.POP.NETM,Net migration,2017,102984.0
France,FRA,SM.POP.NETM,Net migration,2016,15548.0
France,FRA,SM.POP.NETM,Net migration,2015,-345.0
France,FRA,SM.POP.TOTL.ZS,International migrant stock (% of population),2020,13.1
France,FRA,SM.POP.TOTL.ZS,International migrant stock (% of population),2015,12.3
